acct_0000,10.0.0.80
acct_0000,10.0.1.248
acct_0001,10.0.0.80
acct_0001,10.0.1.248
acct_0002,10.0.0.80
acct_0002,10.0.1.248
acct_0003,10.0.0.80
acct_0003,10.0.1.248
acct_0004,10.0.0.80
acct_0004,10.0.1.248
acct_0005,10.0.0.80
acct_0005,10.0.1.248
acct_0006,10.0.0.80
acct_0006,10.0.1.248
acct_0007,10.0.0.80
acct_0007,10.0.1.248
acct_0008,10.0.0.85
acct_0008,10.0.0.106
acct_0009,10.0.0.85
acct_0009,10.0.0.106
acct_0010,10.0.0.85
acct_0010,10.0.0.106
acct_0011,10.0.0.85
acct_0011,10.0.0.106
acct_0012,10.0.0.85
acct_0012,10.0.0.106
acct_0013,10.0.0.85
acct_0013,10.0.0.106
acct_0014,10.0.0.85
acct_0014,10.0.0.106
acct_0015,10.0.0.85
acct_0015,10.0.0.106
acct_0016,10.0.0.85
acct_0016,10.0.0.106
acct_0017,10.0.0.85
acct_0017,10.0.0.106
acct_0018,10.0.0.72
acct_0019,10.0.0.72
acct_0020,10.0.0.72
acct_0021,10.0.0.72
acct_0022,10.0.0.72
acct_0023,10.0.0.72
acct_0024,10.0.1.51
acct_0024,10.0.0.94
acct_0024,10.0.2.72
acct_0025,10.0.1.238
acct_0025,10.0.0.177
acct_0025,10.0.1.243
acct_0026,10.0.0.38
acct_0026,10.0.2.78
acct_0026,10.0.1.134
acct_0027,10.0.1.100
acct_0027,10.0.1.188
acct_0027,10.0.1.170
acct_0028,10.0.0.11
acct_0028,10.0.1.135
acct_0029,10.0.1.78
acct_0029,10.0.2.2
acct_0030,10.0.1.200
acct_0030,10.0.2.77
acct_0030,10.0.2.4
acct_0030,10.0.0.92
acct_0031,10.0.0.84
acct_0031,10.0.1.231
acct_0031,10.0.2.73
acct_0032,10.0.1.12
acct_0032,10.0.0.87
acct_0032,10.0.1.152
acct_0032,10.0.2.1
acct_0033,10.0.2.60
acct_0033,10.0.0.202
acct_0033,10.0.1.243
acct_0033,10.0.1.148
acct_0034,10.0.0.248
acct_0034,10.0.0.73
acct_0035,10.0.1.167
acct_0036,10.0.0.24
acct_0036,10.0.1.56
acct_0036,10.0.0.173
acct_0037,10.0.0.204
acct_0037,10.0.1.126
acct_0038,10.0.0.248
acct_0039,10.0.0.113
acct_0039,10.0.1.56
acct_0039,10.0.1.204
acct_0040,10.0.2.38
acct_0040,10.0.0.216
acct_0041,10.0.0.18
acct_0041,10.0.1.129
acct_0042,10.0.0.61
acct_0042,10.0.1.34
acct_0043,10.0.0.68
acct_0044,10.0.0.19
acct_0045,10.0.1.67
acct_0046,10.0.2.0
acct_0046,10.0.1.212
acct_0047,10.0.2.30
acct_0047,10.0.1.56
acct_0048,10.0.1.104
acct_0048,10.0.1.107
acct_0048,10.0.1.53
acct_0049,10.0.0.30
acct_0049,10.0.2.56
acct_0049,10.0.1.30
acct_0049,10.0.0.230
acct_0050,10.0.1.135
acct_0051,10.0.1.180
acct_0051,10.0.1.63
acct_0052,10.0.0.141
acct_0052,10.0.2.82
acct_0053,10.0.1.184
acct_0053,10.0.0.148
acct_0054,10.0.0.188
acct_0055,10.0.1.167
acct_0055,10.0.1.165
acct_0055,10.0.1.54
acct_0056,10.0.0.134
acct_0057,10.0.2.68
acct_0057,10.0.0.236
acct_0057,10.0.0.237
acct_0058,10.0.1.232
acct_0059,10.0.1.247
acct_0059,10.0.1.229
acct_0059,10.0.0.140
acct_0059,10.0.0.167
acct_0060,10.0.1.20
acct_0061,10.0.0.67
acct_0061,10.0.0.181
acct_0062,10.0.0.252
acct_0062,10.0.1.181
acct_0062,10.0.1.158
acct_0062,10.0.0.42
acct_0063,10.0.2.21
acct_0064,10.0.0.40
acct_0064,10.0.2.59
acct_0064,10.0.1.140
acct_0064,10.0.2.16
acct_0065,10.0.1.194
acct_0065,10.0.1.151
acct_0065,10.0.1.55
acct_0066,10.0.0.55
acct_0066,10.0.2.17
acct_0066,10.0.0.145
acct_0067,10.0.2.87
acct_0067,10.0.2.47
acct_0068,10.0.1.208
acct_0068,10.0.0.206
acct_0069,10.0.0.126
acct_0069,10.0.0.93
acct_0070,10.0.2.11
acct_0070,10.0.0.163
acct_0070,10.0.1.131
acct_0070,10.0.2.51
acct_0071,10.0.1.87
acct_0071,10.0.2.67
acct_0072,10.0.0.52
acct_0072,10.0.1.173
acct_0073,10.0.0.185
acct_0073,10.0.0.120
acct_0073,10.0.0.134
acct_0074,10.0.0.12
acct_0074,10.0.1.213
acct_0074,10.0.1.253
acct_0075,10.0.0.222
acct_0075,10.0.1.231
acct_0076,10.0.0.250
acct_0077,10.0.0.50
acct_0077,10.0.0.189
acct_0078,10.0.0.37
acct_0078,10.0.0.148
acct_0078,10.0.0.33
acct_0079,10.0.1.170
acct_0080,10.0.1.210
acct_0080,10.0.2.80
acct_0081,10.0.1.74
acct_0081,10.0.1.121
acct_0081,10.0.1.132
acct_0082,10.0.2.51
acct_0082,10.0.0.66
acct_0082,10.0.1.43
acct_0082,10.0.1.226
acct_0083,10.0.1.81
acct_0083,10.0.2.27
acct_0083,10.0.1.167
acct_0084,10.0.0.111
acct_0085,10.0.1.181
acct_0085,10.0.1.68
acct_0085,10.0.1.9
acct_0086,10.0.2.20
acct_0086,10.0.1.253
acct_0086,10.0.1.248
acct_0086,10.0.0.184
acct_0087,10.0.0.1
acct_0087,10.0.0.121
acct_0088,10.0.1.167
acct_0088,10.0.0.46
acct_0088,10.0.1.85
acct_0088,10.0.1.102
acct_0089,10.0.1.32
acct_0089,10.0.1.4
acct_0090,10.0.2.6
acct_0090,10.0.2.51
acct_0090,10.0.1.75
acct_0091,10.0.1.93
acct_0091,10.0.1.149
acct_0091,10.0.2.70
acct_0092,10.0.1.82
acct_0092,10.0.1.90
acct_0093,10.0.0.159
acct_0093,10.0.1.215
acct_0093,10.0.2.37
acct_0093,10.0.1.87
acct_0094,10.0.2.56
acct_0094,10.0.2.36
acct_0094,10.0.0.19
acct_0095,10.0.0.31
acct_0095,10.0.1.91
acct_0095,10.0.1.128
acct_0096,10.0.0.191
acct_0096,10.0.0.119
acct_0096,10.0.1.59
acct_0096,10.0.1.66
acct_0097,10.0.0.88
acct_0097,10.0.1.252
acct_0097,10.0.0.243
acct_0097,10.0.1.124
acct_0098,10.0.0.114
acct_0098,10.0.1.127
acct_0099,10.0.0.94
acct_0099,10.0.1.198
acct_0100,10.0.0.194
acct_0100,10.0.1.92
acct_0101,10.0.0.146
acct_0101,10.0.0.100
acct_0101,10.0.2.16
acct_0102,10.0.1.214
acct_0103,10.0.0.45
acct_0103,10.0.0.89
acct_0103,10.0.1.85
acct_0104,10.0.0.23
acct_0104,10.0.2.79
acct_0104,10.0.1.63
acct_0105,10.0.1.37
acct_0105,10.0.1.27
acct_0106,10.0.1.23
