acct_1433,merch_0059,3666.57,2023-07-28 00:00:00
acct_1927,merch_0036,519.04,2023-02-09 00:00:00
acct_0604,merch_0013,4715.03,2025-03-07 00:00:00
acct_0362,merch_0183,3187.54,2025-04-11 00:00:00
acct_1882,merch_0178,1609.88,2024-07-02 00:00:00
acct_1397,merch_0170,4991.14,2023-06-19 00:00:00
acct_0323,merch_0020,2117.52,2023-04-14 00:00:00
acct_0690,merch_0088,4320.98,2024-01-10 00:00:00
acct_1340,merch_0112,3447.65,2024-06-15 00:00:00
acct_1264,merch_0011,208.35,2024-08-01 00:00:00
acct_1008,merch_0033,3836.68,2024-01-27 00:00:00
acct_1127,merch_0164,4657.21,2025-01-19 00:00:00
acct_0098,merch_0173,4913.71,2024-08-12 00:00:00
acct_1986,merch_0052,3875.66,2023-01-25 00:00:00
acct_1185,merch_0032,64.87,2024-12-14 00:00:00
acct_1798,merch_0156,2170.62,2025-11-03 00:00:00
acct_1557,merch_0076,368.83,2026-01-16 00:00:00
acct_1863,merch_0157,4779.29,2024-11-20 00:00:00
acct_0356,merch_0194,2749.94,2024-12-09 00:00:00
acct_1862,merch_0037,3445.82,2024-11-28 00:00:00
acct_1319,merch_0140,2019.03,2025-05-27 00:00:00
acct_1467,merch_0145,4784.26,2024-02-01 00:00:00
acct_0628,merch_0057,3509.5,2025-02-06 00:00:00
acct_0329,merch_0018,1772.3,2023-01-23 00:00:00
acct_0777,merch_0047,1312.76,2025-03-12 00:00:00
acct_0940,merch_0160,1311.12,2023-05-06 00:00:00
acct_1939,merch_0056,3527.16,2023-11-03 00:00:00
acct_0630,merch_0003,4287.26,2023-05-23 00:00:00
acct_0065,merch_0173,247.18,2025-05-13 00:00:00
acct_1138,merch_0062,2099.32,2024-06-02 00:00:00
acct_0450,merch_0072,723.6,2023-01-14 00:00:00
acct_0685,merch_0085,4877.62,2025-07-23 00:00:00
acct_1152,merch_0115,3960.27,2026-01-17 00:00:00
acct_1158,merch_0151,971.04,2023-12-17 00:00:00
acct_1579,merch_0011,1592.84,2025-03-20 00:00:00
acct_1726,merch_0002,2124.45,2024-01-02 00:00:00
acct_0289,merch_0047,1881.72,2025-12-02 00:00:00
acct_0186,merch_0057,1754.05,2023-11-28 00:00:00
acct_1127,merch_0179,945.62,2025-06-02 00:00:00
acct_0202,merch_0017,3986.55,2023-12-17 00:00:00
acct_1864,merch_0146,3939.1,2025-12-05 00:00:00
acct_1480,merch_0111,3447.66,2023-07-13 00:00:00
acct_0760,merch_0186,2773.68,2023-06-17 00:00:00
acct_0640,merch_0042,3760.64,2025-08-21 00:00:00
acct_0192,merch_0181,2802.26,2023-04-02 00:00:00
acct_0137,merch_0130,4896.49,2023-11-13 00:00:00
acct_0982,merch_0070,903.27,2025-11-08 00:00:00
acct_1806,merch_0131,4337.85,2023-07-16 00:00:00
acct_1280,merch_0034,4201.48,2024-04-13 00:00:00
acct_0318,merch_0071,1297.21,2024-07-22 00:00:00
acct_0570,merch_0191,1096.54,2023-09-27 00:00:00
acct_1531,merch_0147,376.89,2025-01-07 00:00:00
acct_0401,merch_0188,100.53,2023-09-17 00:00:00
acct_0026,merch_0012,228.77,2024-03-01 00:00:00
acct_1463,merch_0033,788.88,2023-09-26 00:00:00
acct_1019,merch_0178,4259.91,2023-09-18 00:00:00
acct_0499,merch_0198,3603.37,2023-03-26 00:00:00
acct_1030,merch_0104,2118.75,2023-04-07 00:00:00
acct_0403,merch_0088,3426.8,2023-04-28 00:00:00
acct_1218,merch_0116,4677.77,2025-06-20 00:00:00
acct_0814,merch_0057,2943.58,2026-01-05 00:00:00
acct_1225,merch_0120,2107.77,2023-06-01 00:00:00
acct_1771,merch_0149,252.34,2023-11-22 00:00:00
acct_1087,merch_0067,640.69,2023-03-01 00:00:00
acct_1977,merch_0017,2729.0,2024-07-19 00:00:00
acct_0802,merch_0051,796.64,2023-06-16 00:00:00
acct_0859,merch_0093,119.26,2023-04-25 00:00:00
acct_1812,merch_0100,4845.75,2025-05-05 00:00:00
acct_1542,merch_0059,4460.08,2025-02-23 00:00:00
acct_1904,merch_0100,466.36,2025-11-14 00:00:00
acct_0123,merch_0076,2927.01,2024-06-05 00:00:00
acct_0903,merch_0175,2185.85,2024-02-07 00:00:00
acct_1577,merch_0088,3600.53,2025-05-03 00:00:00
acct_0181,merch_0055,4844.85,2024-06-07 00:00:00
acct_1362,merch_0167,4602.19,2024-12-04 00:00:00
acct_0656,merch_0173,3383.86,2023-07-27 00:00:00
acct_1051,merch_0136,4437.11,2023-03-22 00:00:00
acct_1943,merch_0189,4754.34,2023-07-20 00:00:00
acct_0834,merch_0182,3215.38,2024-09-29 00:00:00
acct_1474,merch_0117,4813.91,2024-07-30 00:00:00
acct_0382,merch_0093,1859.88,2023-04-28 00:00:00
acct_0460,merch_0008,1340.67,2024-02-19 00:00:00
acct_0493,merch_0171,439.49,2025-01-19 00:00:00
acct_0830,merch_0094,1900.62,2024-06-30 00:00:00
acct_1594,merch_0172,1982.5,2026-02-28 00:00:00
acct_0677,merch_0184,2294.98,2024-07-03 00:00:00
acct_1846,merch_0092,3196.85,2024-02-13 00:00:00
acct_0894,merch_0100,2843.37,2024-07-08 00:00:00
acct_1491,merch_0016,3895.76,2025-02-21 00:00:00
acct_1855,merch_0087,676.04,2023-12-29 00:00:00
acct_0045,merch_0146,3503.82,2023-01-17 00:00:00
acct_1717,merch_0130,3110.71,2024-09-19 00:00:00
acct_1179,merch_0046,2015.52,2025-07-03 00:00:00
acct_0279,merch_0068,1871.32,2023-09-01 00:00:00
acct_0250,merch_0170,4077.51,2023-04-18 00:00:00
acct_1332,merch_0040,2938.43,2024-05-22 00:00:00
acct_1672,merch_0079,1539.94,2024-10-10 00:00:00
acct_1658,merch_0056,2291.39,2025-04-25 00:00:00
acct_0937,merch_0007,566.04,2023-02-07 00:00:00
acct_1405,merch_0091,653.81,2025-12-23 00:00:00
acct_0290,merch_0186,645.22,2025-01-24 00:00:00
acct_0189,merch_0081,4666.03,2024-07-29 00:00:00
acct_0742,merch_0189,4848.83,2024-07-26 00:00:00
acct_0886,merch_0066,4533.93,2025-08-01 00:00:00
acct_1393,merch_0012,4456.95,2025-10-17 00:00:00
acct_1416,merch_0189,2084.06,2024-11-30 00:00:00
acct_0455,merch_0033,2251.31,2025-07-16 00:00:00
acct_0819,merch_0049,1653.37,2024-01-21 00:00:00
acct_0228,merch_0195,4559.58,2023-04-06 00:00:00
acct_0731,merch_0137,804.88,2025-06-18 00:00:00
acct_0990,merch_0016,3427.97,2023-09-20 00:00:00
acct_0654,merch_0030,3329.71,2024-02-04 00:00:00
acct_1237,merch_0196,1172.21,2023-09-10 00:00:00
acct_1562,merch_0126,2668.98,2023-06-27 00:00:00
acct_1860,merch_0096,1032.37,2024-02-10 00:00:00
acct_0718,merch_0045,813.16,2025-03-11 00:00:00
acct_0054,merch_0063,3242.13,2025-09-19 00:00:00
acct_1472,merch_0168,4833.48,2024-12-22 00:00:00
acct_1862,merch_0163,784.38,2023-11-05 00:00:00
acct_1668,merch_0133,1172.86,2024-01-25 00:00:00
acct_0356,merch_0176,1472.28,2025-08-28 00:00:00
acct_1831,merch_0057,4166.4,2024-12-26 00:00:00
acct_0187,merch_0011,292.33,2025-07-29 00:00:00
acct_0796,merch_0195,2514.28,2023-09-05 00:00:00
acct_0324,merch_0009,4275.02,2025-02-19 00:00:00
acct_0455,merch_0161,4815.59,2026-02-21 00:00:00
acct_1446,merch_0170,4820.1,2025-10-06 00:00:00
acct_1290,merch_0136,4619.06,2024-06-20 00:00:00
acct_1596,merch_0113,2418.46,2024-10-26 00:00:00
acct_0268,merch_0176,1088.61,2024-03-19 00:00:00
acct_0290,merch_0004,848.86,2025-11-07 00:00:00
acct_1544,merch_0088,1495.58,2023-11-12 00:00:00
acct_1372,merch_0183,3715.81,2023-11-12 00:00:00
acct_1403,merch_0187,4308.15,2024-01-01 00:00:00
acct_0829,merch_0054,1916.28,2024-11-22 00:00:00
acct_0100,merch_0062,1978.58,2025-09-07 00:00:00
acct_0012,merch_0143,3361.56,2024-04-14 00:00:00
acct_1581,merch_0038,3283.35,2024-10-25 00:00:00
acct_0469,merch_0168,4149.45,2025-08-27 00:00:00
acct_0129,merch_0011,3665.96,2025-09-02 00:00:00
acct_0514,merch_0160,409.97,2023-12-23 00:00:00
acct_0754,merch_0018,2169.19,2024-07-02 00:00:00
acct_1210,merch_0091,2281.75,2025-10-14 00:00:00
acct_0123,merch_0004,4026.97,2023-10-08 00:00:00
acct_0890,merch_0018,833.56,2023-01-31 00:00:00
acct_1335,merch_0038,525.67,2023-07-03 00:00:00
acct_1926,merch_0158,2879.29,2025-05-30 00:00:00
acct_1089,merch_0009,3253.97,2025-04-11 00:00:00
acct_1071,merch_0109,1117.32,2023-12-04 00:00:00
acct_0990,merch_0033,445.52,2024-01-15 00:00:00
acct_0797,merch_0086,3834.97,2025-07-31 00:00:00
acct_1973,merch_0166,2697.09,2025-08-31 00:00:00
acct_0721,merch_0161,4211.27,2024-03-01 00:00:00
acct_1843,merch_0051,3506.5,2024-09-24 00:00:00
acct_0632,merch_0172,202.84,2025-11-15 00:00:00
acct_1184,merch_0031,1707.61,2024-04-22 00:00:00
acct_1724,merch_0096,3884.25,2025-09-22 00:00:00
acct_0579,merch_0122,3218.42,2024-08-04 00:00:00
acct_0950,merch_0170,1565.54,2026-01-20 00:00:00
acct_1016,merch_0151,1523.83,2025-07-06 00:00:00
acct_0633,merch_0051,4707.93,2025-05-09 00:00:00
acct_0711,merch_0065,3468.6,2023-03-11 00:00:00
acct_0067,merch_0080,2063.19,2024-12-23 00:00:00
acct_0963,merch_0069,236.29,2025-03-01 00:00:00
acct_1262,merch_0020,4816.29,2025-06-22 00:00:00
acct_1215,merch_0094,3609.13,2024-01-03 00:00:00
acct_0330,merch_0172,847.46,2025-04-26 00:00:00
acct_0613,merch_0157,4937.87,2024-10-05 00:00:00
acct_1074,merch_0156,4257.2,2024-11-17 00:00:00
acct_1889,merch_0063,2099.04,2025-06-09 00:00:00
acct_0676,merch_0190,1345.54,2024-08-21 00:00:00
acct_1452,merch_0156,3938.54,2024-09-17 00:00:00
acct_0463,merch_0067,4410.54,2025-04-19 00:00:00
acct_0262,merch_0147,3628.6,2024-03-23 00:00:00
acct_1091,merch_0149,3864.16,2025-12-05 00:00:00
acct_0552,merch_0002,1283.43,2023-08-01 00:00:00
acct_1556,merch_0176,2255.44,2023-05-06 00:00:00
acct_1762,merch_0083,3820.33,2025-09-07 00:00:00
acct_1744,merch_0161,1771.35,2024-08-10 00:00:00
acct_0845,merch_0199,1716.56,2023-09-28 00:00:00
acct_1160,merch_0016,4248.87,2025-02-20 00:00:00
acct_0417,merch_0100,4325.68,2024-11-13 00:00:00
acct_1082,merch_0084,2994.78,2024-01-25 00:00:00
acct_1286,merch_0142,4205.94,2023-01-05 00:00:00
acct_1988,merch_0017,440.46,2024-03-23 00:00:00
acct_0738,merch_0178,1526.81,2024-06-15 00:00:00
acct_0794,merch_0138,468.98,2024-04-01 00:00:00
acct_0098,merch_0048,1063.28,2024-01-11 00:00:00
acct_0322,merch_0008,3370.21,2023-10-05 00:00:00
acct_0399,merch_0067,2314.72,2024-01-11 00:00:00
acct_1343,merch_0169,142.65,2024-04-20 00:00:00
acct_1186,merch_0138,2546.95,2025-03-22 00:00:00
acct_0066,merch_0181,3967.78,2024-10-04 00:00:00
acct_0288,merch_0192,4308.76,2025-02-20 00:00:00
acct_0102,merch_0165,4436.3,2023-07-03 00:00:00
acct_0997,merch_0119,4451.88,2023-05-12 00:00:00
acct_0076,merch_0014,1078.8,2024-10-14 00:00:00
acct_1098,merch_0012,3967.31,2025-01-20 00:00:00
acct_1669,merch_0108,3067.03,2024-07-28 00:00:00
acct_0371,merch_0050,3770.45,2023-11-23 00:00:00
